-21.3, 5.1, 14.1
-22.8, 5.4, 14.4
-22.5, 3.9, 12.9
-22.8, 3, 12
-22.2, 1.8, 10.8
-22.5, 2.7, 12.3
-24, 2.4, 12
-23.7, 1.5, 11.1
-23.7, 0.9, 9.9
-24, 1.2, 10.8
-24.3, 0.9, 10.5
-24, 1.2, 10.8
-24, 0.6, 8.4
-24, 0.6, 8.4
-24.6, 0.6, 8.4
-24, 0, 9
-24, -0.6, 7.2
-24.9, -0.9, 8.1
-24, 0, 7.2
-24.6, -1.8, 6
-24.3, -0.3, 6.3
-24.9, -2.7, 5.1
-24.9, -2.1, 5.1
-23.7, -2.1, 5.1
-24.3, -0.9, 5.7
-22.2, -2.4, 3.6
-24.6, -2.4, 4.2
-24.3, -2.1, 5.1
-24.3, -3.9, 3.9
-24.3, -3.3, 2.7
-24.6, -3.6, 3.6
-24.9, -5.7, 1.5
-24.6, -4.2, 2.4
-23.4, -3.6, 2.4
-23.7, -5.7, 0.3
-24.3, -6.3, -0.3
-25.2, -5.4, 0.6
-24, -5.4, 0
-23.7, -5.7, -0.3
-23.4, -4.8, 0
-22.5, -5.1, -0.3
-24, -5.4, -0.6
-23.7, -6.9, -1.5
-24.9, -6.9, -1.5
-23.1, -6.9, -2.1
-22.2, -6.6, -3
-22.8, -7.2, -3
-23.1, -8.7, -3.3
-23.7, -9.3, -3.9
-23.1, -9.3, -4.5
-24.3, -9.3, -4.5
-23.7, -9.3, -4.5
-23.7, -9.9, -5.1
-23.1, -8.1, -3.9
-23.1, -8.7, -5.1
-22.5, -9.3, -5.1
-22.8, -9.6, -5.4
-22.5, -9.9, -5.7
-23.7, -10.5, -5.1
-22.5, -9.9, -5.7
-22.8, -10.8, -6.6
-21.6, -10.2, -6.6
-22.5, -11.1, -6.9
-23.1, -11.1, -7.5
-21.9, -10.5, -7.5
-22.8, -10.8, -6.6
-21.9, -11.1, -7.5
-22.5, -11.1, -8.1
-22.8, -10.8, -7.8
-22.8, -12, -9
-21.3, -11.1, -8.7
-21.3, -10.5, -8.7
-21.6, -12, -8.4
-20.1, -11.1, -8.7
-21, -11.4, -9
-20.7, -12.3, -9.3
-21.3, -11.7, -8.7
-21.3, -12.3, -10.5
-21.6, -10.8, -8.4
-21.3, -11.7, -9.9
-21.6, -12.6, -10.2
-21.9, -11.7, -7.5
-21, -10.8, -7.8
-21.3, -11.7, -9.3
-21.6, -10.8, -8.4
-20.7, -12.9, -9.9
-21.3, -12.3, -9.3
-21.3, -12.9, -9.9
-21, -12, -9.6
-21.9, -12.3, -9.9
-21, -12.6, -10.2
-20.7, -11.1, -9.9
-20.7, -12.9, -10.5
-21, -12.6, -10.2
-21, -13.2, -11.4
-21, -12, -10.2
-20.7, -11.7, -9.3
-21.9, -12.9, -9.9
-22.2, -11.4, -9.6
-21, -12, -9
-21, -12.6, -10.2
-21.3, -12.9, -10.5
-21, -13.2, -10.2
-20.7, -12.3, -9.9
-21, -12.6, -10.8
-21.3, -12.3, -9.9
-21, -13.2, -11.4
-21.3, -13.5, -11.1
-20.1, -11.7, -9.3
-21.9, -12.3, -9.9
-21, -12, -10.8
-20.4, -12.6, -11.4
-20.4, -14.4, -12.6
-21.9, -12.9, -11.1
-19.8, -11.4, -9.6
-21.3, -11.7, -9.9
-19.8, -13.2, -12
-21, -13.2, -10.8
-21.9, -12.9, -11.1
-21.3, -12.3, -9.9
-21.6, -13.2, -9.6
-21.6, -12, -9.6
-20.7, -13.5, -11.7
-20.4, -13.2, -11.4
-19.8, -12.6, -10.8
-19.8, -13.8, -12
-21, -12.6, -11.4
-20.7, -12.9, -11.1
-20.4, -11.4, -10.2
-20.4, -12.6, -12.6
-19.8, -13.8, -12
-19.8, -14.4, -12.6
-19.5, -14.1, -13.5
-19.8, -13.8, -12.6
-20.4, -13.8, -12.6
-19.2, -13.2, -12.6
-19.2, -14.4, -13.2
-19.8, -14.4, -12.6
-19.2, -14.4, -13.8
-20.1, -14.7, -13.5
-18.3, -14.7, -13.5
-18.3, -15.9, -14.7
-18.9, -14.7, -15.3
-17.7, -15.3, -14.7
-20.1, -15.9, -15.9
-18.3, -15.3, -15.9
-18.6, -15.6, -15
-17.4, -15.6, -16.2
-17.1, -16.5, -17.1
-16.2, -15, -15
-17.1, -15.9, -16.5
-18.3, -17.1, -17.1
-15.3, -14.1, -15.9
-16.2, -14.4, -16.8
-15.9, -13.5, -15.3
-15.9, -14.1, -15.3
-15.3, -15.3, -17.7
-14.4, -13.8, -16.8
-14.4, -15, -17.4
-14.4, -13.8, -16.8
-15, -15, -17.4
-14.1, -13.5, -17.7
-13.5, -14.1, -17.7
-13.8, -13.2, -16.8
-13.8, -16.2, -19.2
-12.3, -14.1, -18.9
-13.8, -14.4, -18.6
-13.2, -15.6, -18.6
-12.6, -15, -18.6
-12, -15, -19.8
-13.5, -15.3, -18.9
-11.7, -16.5, -20.7
-12.3, -16.5, -20.7
-12.3, -15.3, -18.9
-12, -16.8, -21
-12, -18, -21.6
-12, -18, -22.2
-12.3, -17.7, -21.3
-12, -18, -21.6
-12.3, -17.7, -21.3
-13.2, -19.2, -22.2
-12.6, -19.2, -23.4
-11.4, -18.6, -22.2
-12.3, -20.7, -23.7
-12.3, -19.5, -22.5
-12.6, -20.4, -23.4
-11.1, -20.1, -24.3
-11.1, -20.7, -24.3
-11.1, -20.7, -24.9
-10.8, -21.6, -25.8
-11.7, -20.7, -24.3
-10.8, -20.4, -24.6
-11.4, -21, -24.6
-11.4, -21.6, -25.8
-10.8, -20.4, -24.6
-11.4, -21.6, -25.2
-11.7, -21.9, -24.3
-12, -21.6, -24.6
-12.3, -21.3, -25.5
-12, -21.6, -25.2
-12.3, -22.5, -26.1
-13.2, -22.8, -25.2
-11.7, -24.9, -27.3
-12, -22.8, -25.2
-12, -24, -26.4
-11.7, -23.7, -27.3
-12.3, -23.1, -26.1
-11.4, -24, -27
-11.7, -24.9, -27.9
-12.3, -24.9, -26.7
-12.6, -27, -29.4
-11.4, -24.6, -27
-11.4, -24, -27
-12.3, -24.3, -27.9
-12.3, -23.7, -26.7
-11.4, -24, -26.4
-11.7, -25.5, -28.5
-12.3, -23.7, -25.5
-10.8, -23.4, -26.4
-11.4, -24, -28.2
-11.4, -23.4, -27
-11.1, -24.9, -27.3
-10.8, -23.4, -27
-11.7, -23.7, -26.7
-11.1, -22.5, -26.7
-9.9, -23.1, -27.3
-11.1, -23.1, -26.1
-11.4, -22.2, -25.8
-10.5, -21.9, -26.1
-11.1, -23.1, -26.7
-10.2, -22.8, -26.4
-9.9, -20.1, -24.9
-11.1, -21.9, -26.1
-11.4, -22.2, -25.8
-12, -21, -24.6
-12, -20.4, -24
-12.9, -18.9, -22.5
-11.4, -19.8, -24
-10.8, -18, -22.8
-12, -18, -22.8
-11.4, -16.8, -21
-10.8, -16.8, -21.6
-10.5, -17.1, -22.5
-11.1, -15.3, -20.7
-9.6, -15, -21
-9.9, -14.7, -20.7
-10.5, -14.7, -19.5
-10.2, -14.4, -20.4
-10.8, -13.2, -19.2
-10.5, -13.5, -18.9
-10.5, -12.9, -18.9
-9.6, -13.2, -18.6
-11.4, -11.4, -17.4
-9.6, -11.4, -17.4
-10.8, -10.8, -16.8
-10.2, -10.8, -16.8
-10.2, -10.8, -17.4
-10.2, -10.8, -17.4
-10.8, -9.6, -15.6
-9.3, -9.3, -16.5
-9, -7.8, -15
-10.2, -7.8, -15
-8.7, -6.3, -14.1
-9.6, -6, -13.2
-9.6, -5.4, -12.6
-7.8, -4.8, -12.6
